date,cases_5001,cases_5360,cases_8001,cases_23001,cases_41001,cases_50001,cases_54001,cases_68001,cases_73001,cases_76001,temperature_76001,temperature_54001,temperature_50001,temperature_73001,temperature_68001,temperature_41001,temperature_23001,temperature_05001,temperature_05360,temperature_08001,precipitation_76001,precipitation_50001,precipitation_54001,precipitation_73001,precipitation_68001,precipitation_41001,precipitation_23001,precipitation_05360,precipitation_08001,precipitation_05001
2013-03-16,46,14,61,16,36,91,78,75,100,310,29.90179838336083,30.91097887467859,31.36825974584456,19.27433606046809,28.78788894043382,26.844661294529605,36.33975513590816,27.82982338365667,31.24950412128145,33.30760762875822,7.418500305133459,3.881807253252938,6.927769526084256,8.91625365327447,5.620758765457784,4.254145282196473,1.802402148202416,2.4896163893662187,0.1001968703642382,2.3031993952405125
2013-03-23,52,11,58,8,54,97,72,75,100,297,29.722372184876352,31.56384483995143,29.62397646649733,24.23384943900316,27.445522988628632,26.710073122940724,37.5274101663657,23.697008898015408,24.54424255965208,27.97863422664508,11.658093431266536,14.795951625829076,4.3846382596360245,10.021073936615428,3.312872258507759,10.70423457682198,1.49018985207417,9.384044777062735,0.196245471627309,8.411720681223306
2013-03-30,38,11,73,5,31,83,93,85,105,262,30.459475099286827,31.109631343322054,29.304556815053672,25.78286219402383,29.54161541477455,27.959382184089844,37.5274101663657,29.333138296753173,29.339496205260502,32.541314835966034,1.5944500595548097,2.947612572938432,2.0545432702998747,0.9401197437918514,2.6245378333458347,1.7404487502833577,3.059976240860584,3.834369686139271,0.3196360565494346,3.568580030652241
2013-04-06,58,9,80,13,62,125,113,88,142,404,30.95992221794076,31.480168894583866,30.42824742275481,28.577964782366816,29.054323099798843,28.023012241946283,37.235998267303046,24.8376351223147,26.595737386799595,35.98422182972932,3.0525744079884327,1.652950229984891,2.128126476240045,2.6982908692473537,0.8203566025413587,1.965727010341862,0.9141750258154092,2.38917034326121,0.2677822202818723,2.3159217304727617
2013-04-13,59,13,76,13,63,131,133,124,148,469,29.78902254127451,32.30895891863385,30.77991330691052,23.77536956746369,29.87470208909841,27.884876712604125,36.07061545435275,26.67964623203165,28.252811991377428,38.34763158670251,4.871715959675735,5.429978912102294,0.1539108135757519,2.0423279691663985,1.0025330821773597,2.2042166323194663,1.4708417126347888,4.385506841984656,0.0142631303380316,3.508032691520107
2013-04-20,53,15,92,21,61,134,104,124,165,502,25.1922777599118,28.09734465228562,31.5078794105029,27.98690721237619,32.30243240536927,29.78680181727272,36.07061545435275,26.141435676077776,29.15148041817173,38.06261985948901,13.894217790409323,33.00222534329176,6.720001790392471,9.64304297511992,2.64728450457881,7.62110930435182,6.027000582131676,7.635783236213157,0.937118421499869,7.01069066044425
2013-04-27,48,17,100,17,61,122,119,120,131,470,28.15346493295341,27.569194136737146,30.527715543862552,26.013794387263708,31.856535484034087,26.104241251702263,36.40117186358667,24.75064065259996,29.128990960348144,33.59584912985164,8.808978212487194,10.931262705830529,10.317591532982725,3.583050142370726,3.062897351491556,3.946451153861584,4.612512867903336,6.87226478450866,0.0190675424585688,7.729696355028252
2013-05-04,45,21,81,19,73,144,119,117,127,476,21.45871813213924,28.30189910423505,28.59005354968833,24.55478310752773,30.95751935854838,27.308119724328787,36.8696790400353,23.901829096001933,29.144253935417144,37.46080125649345,8.545686739497139,22.230907496102297,13.02874164111096,9.23425352181299,5.8612045426701895,7.665717606175889,3.899239980933385,9.523678811478238,2.651517312263821,9.776133854674416
2013-05-11,41,22,94,16,63,128,113,105,135,427,26.06933959241044,28.064471066467416,27.80337574824507,24.78792167327837,28.369591140347573,27.855608532352203,33.01967335343964,25.58688563820428,28.307732425978013,33.076936591384474,8.381049058975446,25.74897249662596,12.119476152784593,5.490295438729966,6.789192896389289,12.916629832561922,3.1316550276418686,6.38317619011857,0.9897362488390308,6.081289686461828
2013-05-18,62,22,82,15,52,118,95,123,150,403,25.87804884995751,26.816945968229938,29.899587970713203,23.71907539140184,30.167245298118623,24.69423143743055,29.72408461556148,26.66765864836688,27.176552695565967,36.91224066939348,10.622495281093064,12.620269205995305,1.8055064530586176,9.132012672699387,2.711907700088413,4.631841709962643,2.086175848853578,8.287364481292583,0.5504526948168519,7.118133939749606
2013-05-25,46,17,92,14,70,150,131,104,168,463,24.131237146723777,28.56731998186052,29.822986458354105,23.396541731140903,26.130130982641,23.3699387091222,28.44928639582932,26.00158238257236,26.57976168867249,36.18405128581678,6.67142586501747,11.580831483873329,6.608878042055375,7.656723853894599,3.774926321282828,4.492996780267636,7.843440687207122,14.297824331242058,7.243806402478447,13.492049269264982
2013-06-01,60,19,108,12,58,127,103,109,133,463,25.335413841007245,26.19136853358785,28.21367427742928,25.07266193587001,25.434936059077835,23.504513048323407,30.76462085955432,23.512437063920142,26.414366933301533,38.64583993904131,12.56368379419532,17.584850130369677,4.197974937426003,7.172199184999544,2.8587181263304275,5.651352122881535,4.433709214200909,6.669199314702504,8.356435759209065,6.313488529417474
2013-06-08,61,16,78,13,52,136,107,92,133,432,26.620407051066373,27.1035988877619,24.702729769921707,24.397881539176044,27.008416978823902,26.435291358009888,30.65517088708892,20.888365865234302,27.33252975194176,34.46325220743938,2.794535185259427,15.823280488525238,2.458321411886261,3.3727466812254447,2.374145602807172,3.211023398729032,8.502458952415747,1.6373488403404417,0.4443218747460626,1.6304085073179269
2013-06-15,66,19,89,20,65,96,97,97,132,425,25.97437850008773,28.88914300503307,25.391654855294213,24.83442520730086,30.980014121602373,28.108506257466026,30.012991578191453,22.57108657601933,28.156655538916045,32.401193508799274,1.3733020804569656,13.29651362145552,2.4526603276070347,4.142323467759755,1.7761608461551257,0.0424860437405384,6.152458652618407,6.381652103167353,3.078769837362158,6.308832881778088
2013-06-22,68,13,91,12,70,100,102,115,151,432,27.78120078044536,29.21422763054576,27.78815417177566,24.28505527943967,29.775887191326724,24.9729563309106,29.952279996219342,21.512885410129144,27.3752374691208,34.39325025919975,3.892284765190542,9.819287103134188,1.8541215433067617,0.4138955566153977,2.1769054915789234,0.2522310621208927,3.2607842017003827,3.664475505659977,1.0546706274625075,3.2519567179353106
2013-06-29,46,16,88,12,38,102,105,95,125,395,22.989282735425256,30.42349371833482,27.94880743219116,19.51799971320239,27.90584842016665,23.85480051888049,31.181596016385377,23.78828032811389,27.0308245319498,33.36797798689523,1.521916791384046,10.03211469793554,2.100657208240904,6.287061354518589,1.2655270046512304,3.017004789755785,8.945120270364619,8.805697644807024,4.4190846089733045,8.143726610766377
2013-07-06,51,12,96,13,65,145,128,123,153,449,28.672691516259928,30.6563282476212,26.15182199071745,24.76438362436553,29.79870942019952,21.643715638091884,29.730861067563065,22.88589951589024,25.083920691863703,32.91609729835049,1.3684587047156735,13.361281138916835,1.9304000371470955,4.268032108839064,1.1158166168500494,4.410542183029021,3.5634374233299795,3.2670690098640414,3.601043323162148,2.4561758625453374
2013-07-13,63,18,105,18,52,110,126,96,129,447,24.11871517636997,30.322550880194843,26.28930064085093,23.912095881950936,29.988074610775403,25.856540054725087,28.332254102502947,23.796665652708253,26.471660227207305,31.280284213713635,0.4964017431783123,19.00720104484453,0.9925360409057064,0.937988392254534,1.679592696219837,0.1307563013103395,4.792731760473231,3.1394128710659013,1.1724050852105,3.547808260460666
2013-07-20,45,13,90,16,58,131,131,116,126,443,30.22492725808452,30.614030475012186,26.390804011606868,26.100734728752663,30.04033124500204,25.30945018028109,29.139477138809863,24.19725978676696,25.417139177745533,36.32083290954746,2.6492254530913555,21.29360931779016,2.7345760689407017,0.97585551656284,1.4091184786793567,0.2823483003025334,4.268640085446087,1.0170571341802508,0.5006282684061648,1.0546825624874052
2013-07-27,46,13,80,21,49,130,114,106,100,393,25.5207262949534,29.135258342603635,27.484712298183883,23.94854456234731,31.01099973632575,28.69119794102245,28.93303824045216,24.76842249093801,29.61726662264533,33.23705171576111,1.757002960088651,11.469295067430556,1.9400280598170327,2.592972472653114,2.883468314107309,2.161391223840752,5.477730745900173,1.4709024610228785,1.736642261069782,1.4615268615986483
2013-08-03,30,23,85,8,45,104,116,80,106,324,22.93661735888129,29.854775625062025,25.87892596657788,26.599147616939312,29.578515334291463,26.667865642332693,29.455317096546224,22.381833172244743,27.162831142903844,34.72792936695315,0.1034693553856996,7.335426666830003,1.904969837461978,0.5427482973131841,2.4643656870637294,0.5681989369954226,5.1008444705445495,2.9322638672220505,2.632198703083452,3.314047461499944
2013-08-10,41,17,75,12,39,97,103,97,109,348,28.1397666773608,29.414960384988763,23.39229383082374,28.485416941880604,31.509076765163552,30.47383600618795,27.95383888746044,23.604808430176217,26.89501922201728,26.10074327693036,7.053197177063639,10.076480374633473,7.960434611806529,5.41627004772826,6.595609069395175,2.992419267164127,5.533183985818157,9.190695963768295,1.8505000725636729,8.859705091462612
2013-08-17,44,11,68,11,36,98,102,106,98,321,26.74218113398457,30.11584444568799,23.00329169850616,26.94680689931536,29.9882149631892,26.79652866798659,31.31940736311207,24.23498556587779,28.333933181190805,31.47965669419696,4.562246446633513,12.861845946148623,6.458305461704052,4.903640147217842,4.790829677528686,5.217620187907876,3.5173323695178413,9.003623282928528,8.748333319635998,8.883747773945766
2013-08-24,54,14,77,15,37,87,99,90,109,316,29.37035078973385,31.36048712675589,27.62539153240776,31.364523736326287,29.44771731003256,21.98763900701342,30.629503206183283,25.20704132364063,28.286058311632683,32.73699332338306,1.666311174067509,6.067401676964372,3.4289972188415327,1.7373756144544077,2.722796766435818,0.3849273614661145,8.425243863753563,5.605086404010308,2.8519450560515733,5.847184079984241
2013-08-31,36,12,62,9,34,78,89,90,80,294,28.28928979742657,29.741802349312632,28.91523609950537,29.78758168244158,27.247799165551417,28.52031206148873,28.46639408077836,25.788841608432385,26.632931193602072,31.488489297540905,0.3956964397635539,7.382744647630836,2.1079586809271285,1.9114720232454805,3.169017986434972,0.913749878112432,10.01404237492326,2.9802082537389114,2.327684089018625,3.166569697325977
2013-09-07,40,18,82,9,39,91,91,88,80,270,30.506373357681618,27.74080310222443,27.90976184859524,20.879159217332926,27.59170401609791,27.9378246839307,29.85276427171036,27.00041821577536,29.25339793931044,32.14199395887637,2.671463625863793,7.842036481741526,6.367276184158471,2.632287950586292,2.775843143481788,1.5012414680712325,5.054979487831268,10.166681690162486,9.764129498488334,9.802876976103564
2013-09-14,34,11,67,13,36,106,100,83,79,292,29.48557703591785,32.6519261836648,28.48782101655582,28.77803027630799,31.922979724725167,29.80883420313219,28.83617821835388,23.8790556835536,26.3564689584819,33.570295120791954,5.174604689242744,9.039664944613142,5.450552705503156,6.923127380101215,3.250547361065963,3.949957164571045,5.172007230271077,3.7718573286235975,4.075480295050463,3.67461701398891
2013-09-21,39,18,84,9,39,100,92,63,108,294,29.286636620882,35.27807608154238,28.24925258855837,27.46059549784881,35.60472111540668,25.62611048376948,27.017143568823823,25.791391243672617,29.378012618296555,31.623142467596093,3.350344978506346,11.11724460891545,2.6102046102076955,1.8545648714139424,1.3207705390217297,2.428741349009838,2.257154375156818,2.174385504421617,8.807168681244091,2.1351322147003744
2013-09-28,41,8,87,10,37,82,101,83,95,292,29.48529684008688,33.1084285702095,28.71438082439729,28.28042340025851,33.68188287663761,33.57506301687064,29.483593581149453,23.464893700640467,30.962280440975867,29.6003235024875,3.951032182976591,6.662169241257162,2.77313607309821,2.4309663648789,2.952318337991976,0.5428089760605058,5.963515066319705,6.4187810312147215,7.044155870404877,6.486809186830121
2013-10-05,43,15,97,13,48,99,95,91,92,315,29.17853096055088,30.83599712705339,29.85428535918013,23.92357692907504,31.44300819014722,32.91007707080841,31.089228422290347,26.19601304981282,31.03054615866441,33.251669181941594,5.885385241579115,13.16324140849272,5.125873715369119,4.074218123919417,2.878529091834372,5.932691660278398,4.714946900834106,9.560336762667264,4.305159864238608,9.23006755894165
2013-10-12,42,16,88,12,49,98,85,99,92,287,26.91389384170244,32.7233275136662,26.328595768311924,30.44208771018521,30.68856795984236,33.54353668754922,31.01975750639016,25.58958406221962,27.71186812118379,32.00656847393843,5.41433567162134,6.952916495787952,6.407229540782233,0.4182459964403598,3.834711699211819,0.9084066968494066,6.670925537742609,6.064058531817539,4.133795730920698,5.173298985917725
2013-10-19,48,12,88,11,40,105,104,106,107,326,28.20210330538085,30.89926320600809,25.22558479475026,24.07781775278523,30.72726548193535,32.99393393027863,31.80380821981504,20.146205973600075,29.441545173233937,32.94841674443267,9.500857514479048,17.154045057020742,5.508088246916453,8.022514379349479,4.213068541077597,6.334809632636451,5.384615375209074,9.084999034024536,7.303606780300966,10.624741363458364
2013-10-26,48,10,104,11,40,98,96,99,90,338,29.262314589445463,29.66018656451505,29.24927689425079,23.833953605526723,30.694553400866656,30.35762831233259,31.657271971717115,22.09846883917104,29.650918408369456,32.20379590301136,7.505682985889243,3.1950662418413223,4.615279168715271,4.673548908957459,0.9880457597862112,5.290712487777294,3.640348612033437,6.74794519602684,5.916425726316548,5.579762437634317
2013-11-02,40,15,90,13,42,117,92,95,93,299,29.502942672709697,28.882268857193434,30.199275040042306,25.532835288440246,27.45682699237864,23.45493992422193,31.0648106076708,24.21017496207973,26.561314773826467,30.227833006284897,5.6861413234350655,11.075953159461458,9.581328921824513,2.369401993939192,4.613823946682388,9.477419280693129,1.587070015004127,4.034035686977907,2.8218853866533142,4.108677562766028
2013-11-09,48,21,93,12,53,75,98,85,97,279,29.27831264090383,28.254205287484005,28.9366550344061,22.98150235620783,28.92295258076164,19.78474654989387,30.35722629040601,23.8310180391024,24.56448948142112,29.669340836113324,4.834630591238133,26.452407646815228,20.732974636113,14.864101086752546,5.69222751210741,17.605618330583262,6.638177242163268,12.86797854945608,4.603184521840484,12.7379028643032
2013-11-16,37,15,89,11,32,97,128,116,110,297,30.179403147969573,27.776720135478858,26.83086404471686,24.635227845569315,28.36688978210898,26.646814497505343,29.602488211730265,24.11854829235421,26.158392006346133,30.240141396491005,3.783876240799419,11.55463316353867,5.177807534268273,3.414702710796212,2.5647431047457814,2.616894308080304,2.0215224924833395,3.793383942133486,1.4979669762411858,3.080124365590039
2013-11-23,46,16,103,9,54,102,109,106,102,320,32.29161820941989,27.03837714720956,25.44875867569992,25.19983295249127,26.0091846998509,22.368744592434943,28.74917243556669,25.50882645188366,25.625866790870365,32.30356773936156,12.440084806459836,12.2451879439601,3.2762679525292846,9.972682200576658,3.328398202972609,12.742495059113464,0.8600125851446884,9.612038632941172,0.3064366123243497,9.18567545089691
2013-11-30,41,13,78,20,44,75,105,91,82,297,31.104105201791448,26.127938676909448,28.14885835167554,20.676602175055645,27.882145126734688,22.12321311303399,28.211941631039856,25.31299887859323,26.32114888650354,28.8104620275157,2.490459736621239,7.756615321407327,8.795941898332414,4.08238185046938,5.692723535529649,11.07718358096542,3.433395678492336,8.206613500804178,0.1366538560063001,6.410469940401948
2013-12-07,38,12,62,16,55,96,90,85,99,271,28.985527455148148,25.971254012693823,28.59709382447268,22.25070194716506,27.55137123513512,23.56002665962592,28.70820280346288,23.87546984628734,27.718469327238378,32.175809944166204,11.653561648259226,10.650144081170495,10.848436983396171,9.887790841557107,2.821705801077197,7.913272333146856,3.3867573357656005,8.814975908621774,0.231231258789063,7.263625753454789
2013-12-14,48,14,81,14,39,104,100,103,86,311,26.683166199412376,27.34474292784308,28.611321627166973,23.23433881924881,29.36816751227109,24.56280103375549,30.90321169084683,23.75569722399232,28.837700586551342,31.961862129082963,3.611522383996655,6.619089031327385,1.7003406851568263,2.831294901279476,1.4308226010697698,5.386781994022512,2.2930557886447693,2.8048133185503903,0.1321161474329909,2.659147157036569
2013-12-21,38,14,67,5,35,76,76,86,77,252,26.495780986390542,26.76390035200419,28.202527095506856,18.12632631184199,27.66838838659163,25.067245080655784,29.569976908103285,24.476652128270423,26.11475742183481,30.562350805613143,4.363940075011564,0.0,0.963358544719656,5.378992962998107,1.208081843056693,4.806408372972649,1.9407170176733224,5.375288853169435,0.984327379758869,4.339798555165723
2013-12-28,23,15,54,9,34,65,81,92,74,237,26.67648064681988,26.89907849311687,28.65173765103373,13.909213862652326,29.28023566616273,20.14084914250032,31.600342496348272,19.41540517365521,25.313412783470152,33.67277234003762,4.904219503039893,0.6618793022188877,0.0,7.215878109853399,0.0,1.1538818024207984,0.0,0.0378283611517679,0.0,0.0142407252662294
2014-01-04,49,12,205,61,93,58,124,76,52,169,25.25475849969057,27.88658708187353,29.42526318575617,21.98611687082433,29.852320719319287,25.267062547739613,30.593434809595976,23.2943570169357,26.94587983816266,33.858214506279275,0.0,0.0,0.0,0.0,0.0,0.0,0.0298617872324107,0.1111716129165028,0.0,0.7795561274231068
2014-01-11,57,8,163,59,88,63,110,93,78,176,25.055029014187426,27.35625116752956,30.179954716207703,14.833691346470626,29.67564193392004,24.32789729721186,31.83475324009773,21.16673966949144,26.027458647352468,34.46938549299929,14.183644094928344,0.4770043768815593,3.5705244793779305,9.39173153856734,3.436071663347035,9.398206534477133,0.5009838390416715,5.794323609476555,0.5334738647474458,5.452282546030341
2014-01-18,61,13,143,64,116,60,92,76,92,141,25.402606929993027,28.486142628529898,28.902993366476448,23.820053638507225,28.72695434697633,23.92121490500818,31.85702658323601,23.7179823060775,26.614851294289952,34.455083144765325,1.1944520463963884,1.0126265251266158,0.0139351983805835,0.147248364824056,0.0733456989087543,0.0391205005698936,0.0,0.0,0.0,0.0
2014-01-25,59,12,122,81,116,72,102,91,66,138,27.07308841789621,28.268161795155542,30.645193690483705,23.65988728424476,28.20794421551775,23.54805677203377,32.751073661242565,22.67931578752161,27.37740255923928,33.53438457999268,3.587029823780022,1.0170897133363024,1.943522843269672,3.174097796872684,1.4385209171477442,0.7774952821615067,1.6393354524038175,2.060160592559962,0.0,2.3794126949488765
2014-02-01,39,9,83,49,149,75,105,79,58,123,26.461575518562142,27.95716578708812,32.77587435560324,19.411341053519305,28.27634398876319,25.08186506440942,32.71406540386099,22.031212199573663,27.84230329868839,34.346586711852176,4.238781577634014,0.5903580904606868,0.0130677384788311,0.1864798351665097,0.0,4.29225796288826,0.0,1.917769244885312,0.0,1.8365936699759169
2014-02-08,38,5,67,46,131,77,103,78,49,121,27.65408695409325,29.45946334209085,26.654912990326125,22.425279455630125,27.86347062886361,25.1315265672603,33.57125015318392,21.444092090041867,21.79417618614358,33.25708239977275,3.787410271882755,0.067311750049547,0.8470631557159136,2.419398216680988,4.554533978577767,6.618738461907649,0.0985442485039585,0.0047653855305872,0.0,0.1109428688267581
2014-02-15,40,8,44,44,138,71,97,80,68,107,29.973227680083674,29.24609763353528,33.18123756866417,20.223220466701417,29.752311229449,27.419356097395344,35.636047384021566,24.345865239028075,24.049452296337773,33.57297290803545,4.007818683938064,0.1009480855200753,2.405906049439956,5.355630848933567,3.6458538552918967,1.413559540184216,0.6704485842478427,1.9901426908551392,0.0,1.3708129185724736
2014-02-22,33,4,41,33,127,76,111,90,60,115,28.044536246251106,27.39568557318497,34.03473873160118,22.15741150540111,28.484781213300547,27.29569850918768,35.44716324753211,22.770317555934746,24.86249038796842,35.517856577657334,5.421580375156441,0.0,0.4738815008934566,5.68836022624382,0.103387003227796,4.607785883796153,6.800056569996396e-05,3.301347170591061,0.0,3.5742367210859234
2014-03-01,30,3,33,33,124,55,87,69,49,83,31.05685660819737,26.2375861476303,32.3433989024553,23.55881815553047,27.79633372336789,27.455651020746043,36.35837841801119,24.498939664790832,27.34882099495517,30.113773084123107,7.664362705717037,8.971059878634174,6.209661607741952,5.906976142867994,9.093369472865998,7.758453402495109,1.495568448587719,7.96837661211399,0.0,8.664190147699449
2014-03-08,25,2,30,31,105,87,87,69,43,105,31.38527354113785,28.547718753626167,31.572231664828905,22.539550909863603,27.59134140218884,27.92006140243157,37.76365927914655,21.43500021569796,23.982042994889955,36.59040149847535,6.5693576570464245,2.9162909860734376,1.5816451424385032,6.112590091779844,1.299427366187074,6.765396594575244,0.9320129722277288,8.008014252723617,0.1522642352819913,8.181118857458213
2014-03-15,37,4,25,35,118,79,96,70,36,106,31.38527354113785,28.07708981856817,30.15021935509268,22.09988221061881,28.383269554312296,27.598070498784004,38.6249049722402,21.03598139730809,23.89873969297599,34.93216274864846,6.503267232071887,9.05505120821728,1.860335149669358,7.476261951652021,4.876409780279104,17.031978528264656,0.2115207874258913,3.394973674325652,0.0,3.509033497847984
2014-03-22,32,9,28,19,119,81,81,95,46,109,29.685274393586308,29.07979778561213,27.47954162411933,22.15375774890113,29.2850408143831,26.76739721237816,37.44090624709957,25.05361947379679,24.928841044191785,34.5364294221262,1.5261126660809754,0.6891957356029143,0.0001697323892139,2.64220464893262,0.637566098820101,0.5528653510223407,0.2302138605373133,1.6420067865994186,0.0,1.7240916766341734
2014-03-29,29,1,33,20,108,72,79,85,50,72,26.08730338833681,30.177049700965256,27.577186900515823,20.55460631914171,27.971499252490023,26.305660706927533,39.89973563043147,25.311143584512045,27.23880315931788,35.044502657694856,6.453102589287985,7.583483032408424,4.595721028048197,8.399342652896411,2.356754308759556,4.309383081973217,0.0523173009850474,1.211789673881416,0.0,1.369193240885752
2014-04-05,34,4,17,27,117,100,103,99,51,135,25.57904931547928,26.813328684116268,28.741023502361006,24.442156403681903,30.232853784387498,26.324189102642013,37.008528514644674,24.93499935365303,27.46113546818349,36.21757285536477,2.247556811162247,10.687874001878097,3.2087605595884736,3.4578513602520227,1.153089978411895,0.9197694937798888,0.7151694138213491,2.698656617514575,0.0,2.414596373679536
2014-04-12,32,2,8,17,117,78,72,98,56,134,27.303305595285643,30.31900146612909,28.362908363430567,26.67924044523333,30.33570011207103,29.7589217152792,38.41227529943512,25.347281602384648,29.77967753383826,34.544038336788326,6.104654828574697,11.209276747815254,0.6108505800140508,0.7243580086857414,1.0079853944298984,0.9712525445048432,1.963651252965927,1.6882189815144126,0.4012066884919397,0.9599096942037336
2014-04-19,27,3,11,9,129,80,81,94,69,94,27.02230187707809,29.260477117149723,30.73332990892673,23.73898861733915,25.4733131563663,25.21072813213728,36.71948417577096,24.456094538986125,26.80185532054806,37.48057538899685,7.745157978742286,11.100457675767188,4.464775354049063,5.726117958778319,3.712606792325921,1.1074013305168102,3.650753094393208,6.8735458420554565,0.0069030424049217,5.936517934023419
2014-04-26,43,2,22,14,123,91,86,102,57,114,28.06311133579652,28.481307193691407,30.35130640372505,18.45868157226965,27.624062328582664,28.385008037675924,36.71948417577096,24.393661008400823,26.338766732238263,38.61485728038933,13.785862828759194,19.966629425151467,5.486757962658364,15.783552710110872,6.167671273807302,7.971629332916362,8.623351785241239,11.372507036610216,0.7686709265933495,11.628254234776108
2014-05-03,44,5,17,18,92,86,80,112,55,115,22.88112662734835,30.36628628818785,25.491359288329143,17.606086807245514,31.34746061741292,25.453709360341325,32.971979559982195,23.70268952684029,25.431954259415825,37.63850321816189,6.11339988891694,9.796978714821847,2.634853317625684,18.11892393768934,2.4834515520754032,7.53329930161457,4.798213185198655,6.686906360373281,0.6401745871351565,5.947855847185228
2014-05-10,35,4,15,19,89,96,71,117,55,110,29.34638337039866,29.4367151872842,28.156269578123755,18.37692390365182,28.7503922454874,23.25646901068148,32.594193003319994,22.919739267205266,22.94197847133343,35.2070556330721,11.755787869686715,19.598034234779654,12.255810688734975,7.563489480209477,4.378970819137274,13.93786832518891,3.079956503482895,4.376095845829652,0.2784970050252978,5.474712344268105
2014-05-17,29,6,15,13,91,98,72,85,38,99,27.074001151725124,28.55560734952044,28.74017165581968,15.17499954191702,28.958292898657096,25.96492921303049,31.382651921078185,24.7951065521706,26.727288774330823,34.74123146608048,3.473322266393747,7.375899793253107,3.526216408312418,4.007796890936141,2.519080464180393,4.529954545335864,3.154826592701941,6.754596097162498,1.3385581927313803,6.423970821369802
2014-05-24,29,6,16,22,83,116,92,126,50,113,27.48691877735104,29.12642572406514,28.46897702563596,21.01798005859516,29.90886201888465,24.320147213587312,32.07507178547616,26.08423644153248,28.61586536618015,35.88586121364529,2.9669790903472384,14.082119231416062,0.8096713986754759,11.220296760755778,2.991743207074221,7.060769117426487,3.914357339902908,5.491956098887166,0.1655845902831031,6.070911575764408
2014-05-31,28,1,15,16,77,110,68,108,49,70,27.74180752475593,28.023424120738664,27.07394864413831,26.75773892866486,32.27410005280142,28.696791838354304,31.886231051668663,25.37929705866713,28.553213923503023,38.55503057824548,8.866687374694873,9.504802884634342,2.2329297183127457,4.84891005904985,1.3203461365887637,4.157577557264888,7.845198645383617,9.335577820506948,2.026799152032203,7.919042557135024
2014-06-07,45,3,18,19,58,117,93,107,36,111,28.00239161649213,29.85501012927481,26.82845490036654,26.58111306588336,31.13241320273837,24.37454681757365,30.73289466832742,23.89628621336462,28.76988890380615,38.32883882802496,3.5491201834590145,9.99010239166256,0.9170753756897364,8.313965342925624,2.836334102763608,4.6474297300663,4.017035572017338,4.356041081593717,0.9874980415091444,4.428420728496863
2014-06-14,44,5,22,23,44,105,84,114,46,121,26.043404417729853,29.325060384879063,21.69413866147038,20.436229851270888,28.85735998415556,25.90171574294045,30.89670767442181,27.18505709797219,30.08050261776584,36.31421857727105,2.583802773786302,30.464836939662007,1.4483704038329095,1.4580234486752048,1.4330343512565045,2.2078948822578752,4.299660927417316,4.860063243228579,1.5852323873246124,3.629106243728092
2014-06-21,31,4,19,21,31,82,84,112,43,107,24.62489921070788,29.85885544599609,20.66259036121033,25.38689440802266,30.74233423191068,24.26608055106161,29.517727136163227,23.11750045854313,26.283807969098795,38.39495483933219,1.8540428570648229,0.0,0.9167708769192858,1.6084004655994126,2.4239859600696443,0.0,9.465948191317798,1.368347598049663,0.6361628060326627,1.6106322372522406
2014-06-28,44,2,23,24,28,70,82,116,30,87,22.306250536468628,31.33009448717488,22.148475502934097,25.540694812227013,29.783050652168765,22.584701216854764,27.541590924527306,23.62398962528626,27.30209344041208,40.20776134630778,10.298658902609244,15.532474782760008,2.4827534750043214,3.275983162215493,1.170421745433641,0.6475822631472574,4.433169044913936,4.718662752937227,1.9352537875640683,4.600498802589871
2014-07-05,77,9,15,39,32,94,82,138,48,130,26.396789624350223,31.34136842649495,26.42073109643072,21.50014189784613,31.438038542424174,23.69900224397366,29.78679404219854,23.82398196735392,26.00201062593396,39.8547218221788,4.234218146692621,11.9019749381788,3.31544063675928,3.3277229509406614,1.2127476897850242,0.6708815008132881,2.332774362824356,4.072354882344929,1.3529876320856975,3.866944148066711
2014-07-12,56,3,22,24,36,89,91,154,55,126,26.495005925190164,29.651442288963096,28.18336582500944,27.04832136187049,31.15280204310664,27.401860214991377,31.08372982891853,25.98961258059212,28.63665619576873,38.447990560468426,1.985132182655224,5.3920761196081,1.8267258912148208,1.2929575931336448,1.9942066027564944,2.537604441213626,3.86513140738537,1.470595337053037,0.4695170679177605,1.466689849022848
2014-07-19,69,6,15,42,45,95,88,152,49,102,22.60076498820282,30.36630857373856,28.35731603073688,24.4230554001186,31.05775590183376,26.834899783290705,32.39987752242326,25.286963373279512,29.007985227293656,35.68373246348555,0.7180136230496638,0.8072234568557951,1.1177274205382075,0.018963602651686,2.6818392986064508,0.273806228040714,3.332709324242644,0.1489602087192028,0.1573492187545876,0.3491570078567103
2014-07-26,76,6,19,33,33,126,88,133,30,137,28.18089504126302,31.031120937055228,27.924683368769827,25.19305313167124,32.22005128521556,27.123106165238845,32.07709114899014,23.681977071226992,28.153219780596523,36.82467056673376,1.1679242956492335,19.19116978401108,2.577024909641056,0.0612943337018048,1.5979846287105712,0.0004683910213431,0.874509332220242,0.5545524994964675,0.6849071284869915,0.5300321236216711
2014-08-02,112,5,27,30,37,54,81,140,51,127,25.228662922326087,30.00234883253305,28.875110957318885,29.48390961991172,29.41592091336808,31.274156498866848,30.12960612834161,22.485509025865724,27.977097808796525,37.73176020745648,1.6847431208858423,1.3644677969183177,0.313767268460434,0.4642606192104673,2.6904742503631445,1.1439595082124512,10.28331531167838,2.6167560478702456,1.3139688097191338,2.5746961336686534
